,제목,조회수,날짜,질문,답변
211,중기청 전세사기,381,2024.08.26,"중기청으로 전세를 알아보고있는데요! 전세사기가 걱정되어서 고민중에 질문합니다!1. 중기청 전세대출의 경우 전세보증금(대출금)이 제 통장을 거치지않고 집주인한테 들어가고 만기 시에도 그렇게 반납이 되는거로 아는데, 전세사기를 당할 경우 집주인이 전세보증금을 못뱉어낼 경우 제 사비로 중기청 기관에 만기시에 내야하는건가요?2. 전세사기 리스크때문에 전세 계약을 망설이고 있는데, 일반 적인 전세보다는 중기청으로 전세계약할 경우 조금이라도 안전한가요? 나라에서 집에대란 심사를 하고 계약 승인이 되다보니 조금 더 안전하지않을까라는 생각이 드는데 맞나요?3. 전세사기 시보증금이 100프로 보장이 되는 방법은 없는거죠? 보험을 들어도 어렵다고 들었는데 맞나요?","1. 집주인이 전세보증금을 반환하지 못하면, 대출금을 직접 상환해야 할 수 있습니다. 2. 중기청 전세대출은 일반 전세보다 안전하지만, 전세사기 리스크는 완전히 없앨 수 없습니다. 3. 보증보험 가입 시 일정 부분 보호되지만, 100% 보장은 어렵습니다."
212,중기청 전세사기,381,2024.08.26,"중기청으로 전세를 알아보고있는데요! 전세사기가 걱정되어서 고민중에 질문합니다!1. 중기청 전세대출의 경우 전세보증금(대출금)이 제 통장을 거치지않고 집주인한테 들어가고 만기 시에도 그렇게 반납이 되는거로 아는데, 전세사기를 당할 경우 집주인이 전세보증금을 못뱉어낼 경우 제 사비로 중기청 기관에 만기시에 내야하는건가요?2. 전세사기 리스크때문에 전세 계약을 망설이고 있는데, 일반 적인 전세보다는 중기청으로 전세계약할 경우 조금이라도 안전한가요? 나라에서 집에대란 심사를 하고 계약 승인이 되다보니 조금 더 안전하지않을까라는 생각이 드는데 맞나요?3. 전세사기 시보증금이 100프로 보장이 되는 방법은 없는거죠? 보험을 들어도 어렵다고 들었는데 맞나요?","LH, SH, GH 가 개입하는 임대차계약은  해당 기관이 명목상의 임차인이 되기에실거주는  전세사기의 위험에서 벗어나지만대부분의 일반 임차인은  어디서 대출을 받든  직접적으로 임차인의 책임을 부담하여야 합니다.물론 해당 은행은 대출에 앞서  위험도를 평가해서  대출여부를 결정하지만,그것은 은행이 자기의 위험을 줄이는 노력에 불과하고임차인은 임차인 대로  위험이 있지 않은지 판단해야 합니다.그래도 불안하다면  보증보험에 가입할지를 판단하지만,보증보험에서도  대출은행과 마찬가지로  나름대로 평가를 해서보증보험 가입을 받을 것인지  거절할 것인지를 판단하는 것입니다."
213,중기청 전세사기,381,2024.08.26,"중기청으로 전세를 알아보고있는데요! 전세사기가 걱정되어서 고민중에 질문합니다!1. 중기청 전세대출의 경우 전세보증금(대출금)이 제 통장을 거치지않고 집주인한테 들어가고 만기 시에도 그렇게 반납이 되는거로 아는데, 전세사기를 당할 경우 집주인이 전세보증금을 못뱉어낼 경우 제 사비로 중기청 기관에 만기시에 내야하는건가요?2. 전세사기 리스크때문에 전세 계약을 망설이고 있는데, 일반 적인 전세보다는 중기청으로 전세계약할 경우 조금이라도 안전한가요? 나라에서 집에대란 심사를 하고 계약 승인이 되다보니 조금 더 안전하지않을까라는 생각이 드는데 맞나요?3. 전세사기 시보증금이 100프로 보장이 되는 방법은 없는거죠? 보험을 들어도 어렵다고 들었는데 맞나요?","전세계약이 종료되면 집주인은 세입자에게 보증금 전액을 반환해주어야 할 의무가 있습니다. 전세보증금을 돌려주지 않는 집주인이 “새로운 세입자가 구해지면 보증금을 돌려주겠다.”고 이야기하는 경우가 많은데, 이는 법률상 근거가 없는 주장입니다. 전세 만기에도 집주인이 보증금을 돌려주지 않으면 임차권등기명령, 전세보증금반환소송을 진행하셔야 합니다. 구체적인 대응방법은 사안에 따라 다르니, 보다 자세한 상담을 원하시면 관련자료를 지참해 전문 변호사와 상담을 진행해보시는 것이 좋습니다. 참고하실만한 글을 소개해드립니다. 임차권등기명령, 전세보증금반환소송에 관해서는 아래 글을 참고하시면 도움이 되실 것입니다."
214,중기청 전세사기,381,2024.08.26,"중기청으로 전세를 알아보고있는데요! 전세사기가 걱정되어서 고민중에 질문합니다!1. 중기청 전세대출의 경우 전세보증금(대출금)이 제 통장을 거치지않고 집주인한테 들어가고 만기 시에도 그렇게 반납이 되는거로 아는데, 전세사기를 당할 경우 집주인이 전세보증금을 못뱉어낼 경우 제 사비로 중기청 기관에 만기시에 내야하는건가요?2. 전세사기 리스크때문에 전세 계약을 망설이고 있는데, 일반 적인 전세보다는 중기청으로 전세계약할 경우 조금이라도 안전한가요? 나라에서 집에대란 심사를 하고 계약 승인이 되다보니 조금 더 안전하지않을까라는 생각이 드는데 맞나요?3. 전세사기 시보증금이 100프로 보장이 되는 방법은 없는거죠? 보험을 들어도 어렵다고 들었는데 맞나요?","안녕하세요. 임차인을 위한 전세사기 예방 앱 세이프홈즈입니다. 제 프로필에 있는 링크를 통해 들어오시면 임대차 고민을 해결할 수 있습니다. 수기 답변 드립니다.중기청 전세대출의 경우, 만기 시 임대인이 보증금을 돌려주지 못하면 임차인이 은행에 대출금을 상환해야 합니다. 이 경우, 전세보증금 반환 보증보험에 가입해 두셨다면 보험사를 통해 보증금을 돌려받을 수 있습니다. 그렇지 않으면 대출금을 자비로 갚아야 할 수도 있습니다.중기청 대출은 일반 전세보다 비교적 안전합니다. 은행과 보증기관이 집의 등기부 상태와 시세를 검토하지만, 임대인의 개인적인 재정 상태나 다른 법적 문제까지는 확인하지 않습니다. 따라서 전세사기 위험이 완전히 없어지지는 않으니, 추가적으로 확정일자, 임차권 등기명령 등의 조치를 통해 대비하는 것이 좋습니다.보증보험을 통해 보증금의 100%를 보장받는 것이 가장 안전한 방법입니다. 단, 보증보험 가입 시 자격 요건(임대인의 신용 상태, 임차인의 조건 등)을 충족해야 하며, 불법 건축물 등의 경우 보증 가입이 어려울 수 있습니다.채택해 주시면 큰 도움이 됩니다! 더 많은 정보를 원하시면 제 프로필을 참고해 주세요."
215,대전 전세사기,3457,2023.10.19,"최근 임대인이 전세사기로 구속되었다는 사실을 알게되었습니다.LH전세임대주택 입주자인데,LH에 이 사실을 알리고자 합니다.혹 알리기 전, 임차인이 준비하거나 대비해야 할 것이 있을까요?",안녕하세요. 로시컴-네이버 지식iN 상담변호사 임선준 입니다.
216,대전 전세사기,3457,2023.10.19,"최근 임대인이 전세사기로 구속되었다는 사실을 알게되었습니다.LH전세임대주택 입주자인데,LH에 이 사실을 알리고자 합니다.혹 알리기 전, 임차인이 준비하거나 대비해야 할 것이 있을까요?","차인이 준비하거나 대비해야 할 것이 있을까요?=> 전세사기 피해자 지원 특별법이 제정되어 해당 목적물 소재지 각 시, 도청에 상담센터가 설치되어 있을 것으로 보이므로 해당 지역이 대전이라면 대전 시청에 문의하시면 될 것으로 보입니다.** 전세사기 피해자 지원 특별법 관련 더 자세한 내용을 확인하시려면 아래 링크를 참조하시기 바랍니다.https://blog.naver.com/wing0055/223122735053"
217,대전 전세사기,3457,2023.10.19,"최근 임대인이 전세사기로 구속되었다는 사실을 알게되었습니다.LH전세임대주택 입주자인데,LH에 이 사실을 알리고자 합니다.혹 알리기 전, 임차인이 준비하거나 대비해야 할 것이 있을까요?","최근 세입자들의 소중한 보증금을 떼어먹는 전세사기가 기승을 부리고 있어 세입자들의 각별한 주의가 필요한 상황입니다. 하지만 사기꾼들의 수법이 워낙 교묘하기 때문에 조심을 한다고 하더라도 눈 뜨고 코베이는 식으로 전세사기를 당하기 십상입니다. 전세사기는 수년간 그 수법이 진화되어 왔습니다. 전세사기에 대처하는 방법으로는 (1) 형사고소, (2) 보증금반환청구소송, (3) 채권추심/강제집행이 있습니다. 이 세 가지 절차가 유기적으로 진행되어야 전세사기 사건에서 피해를 회복할 수 있습니다. 공인중개사가 전세사기에 적극 가담했다면 (4) 공인중개사 및 중개사협회에 대한 손해배상청구도 생각해볼 수 있습니다. 전세보증보험을 가입하였다고 하더라도, 석연치 않은 이유들로 보증이행을 하지 않는 경우가 허다합니다. 보증보험회사의 입장에서도 세입자에게 보증채무를 이행한 뒤 집주인에게 구상권을 행사하여 보증금을 회수해야 하는데, 집주인으로부터 보증금회수가 불가능할 경우 이는 고스란히 보증보험회사의 손해로 귀속되기 때문입니다. 이 경우 보증금반환에 대한 부담은 고스란히 세입자가 부담하게 됩니다.최근 유행하는 갭투자 전세사기는 결국 갭투자 사기꾼이 남겨놓은 재산을 피해자들끼리 나눠먹기를 하는 형국으로 귀결되는 경우가 많습니다. 따라서 신속한 법적 조치를 취한 쪽이 그렇지 않은 쪽보다 유리할 수밖에 없습니다. 전세사기는 수년동안 그 형태가 진화해왔고, 그 수법이 사안마다 다르기 때문에 사안에 맞는 적절한 해결책을 찾기를 원하신다면 관련 자료를 지참해 전문 변호사와 상담을 진행해보시는 것이 좋습니다. 참고하실만한 글을 소개해드립니다. 부동산 전세사기 대응방법에 관해서는 아래 글을 참고하시면 도움이 되실 것입니다."
218,전세사기 경매 관련,1677,2024.07.01,"안녕하세요.현재 반전세로 다가구 저택 거주중입니다.(보증금 1.2억, 월세 35만, 관리비 7만)최근 거주중인 건물이 경매에 넘어갔다는 안내문 받았습니다.어제(6월 30일) 임대인에게 카톡으로 계약해지(퇴거) 의사 전달 했고 읽었으나 답장 없는 상태라 바로 내용증명 보냈습니다.오늘(7월 1일) 법원에 권리신고 및 배당요구신청서 제출 했습니다.1. 확정일자 부여현황 확인했을 때 확정일자를 먼저 받은 순서대로 배당 우선순위가 부여되나요?2. 다른 세대와 함께 보증금반환청구소송 진행할 예정입니다. 현재 바로 소송을 진행하는게 유리할까요? 현재 건물이 경매에 낙찰된 후 진행하는게 유리할까요? 소송에 유리한 시기가 어떻게 되나요?3. 집주인이 3주 전 경매 해결하겠다고 문자를 보냈으나 이후 어떠한 연락도 받지 않고 경매가 해결이 되지 않으며 계약 해지 의사를 전달했으나 보증금을 반환하지 않은 경우 < 전세사기피해자등 결정을 위한 4가지 요건 > 중 4번 ‘임대인이 임차보증금반환채무를 이행하지 아니할 의도가 있었다고 의심할만한 상당한 이유가 있는 경우‘를 충족하는 조건이 되나요?4. 전세사기 피해자 신청은 언제 하면 될까요?5. 보증금을 다 받을 수 있는지 확신이 없는 상황이라 현재 상황에서 월세 및 관리비를 보내지 않고자 합니다. 이런 경우 추후 저에게 불리한 상황이 될까요?","우선 위로의 말씀을 드립니다경매는 법이라서 세부적으로 따져봐야하는게 많습니다. 권리관계를 분석해야 정확한 답변이 가능하나 급해보이셔서 일단 간단하게 답변드리겠습니다.1. 따져봐야합니다> 임차인들 사이의 배당순위는 주민등록(전입신고)  +확정일자 모두 했을경우 기준일이 빠른순서대로 배당됩니다.기준일은 다음과 같습니다.전입신고와 확정일자 같은날이면>전입신고다음날둘중 늦게신고한것이 전입신고면>전입신고다음날둘중 늦게 신고한것이 확정일자면>확정일자받은날2. 뭐든 빨리 하셔야합니다.> 임대차기간이 끝난건지 아니면 임대차기간이 님았는데 6월30일 해지의사를 밝히신건지에 따라 차이가 많습니다. 임대차가 완료되었는데 보증금을 못받은거라면 혼자서라도 빨리 진행하셔서 집행권원을 얻으셔야 임대인의 다른 재산을 압류,가압류할 수 있습니다. 경매시 압류,가압류한 날짜순서가 배당순서가 되기때문입니다.3. 상담부터 받으세요> 전세금 못받고 경매로 넘어가도 전세사기가 아닌 경우도 많습니다. 임차인이 판단하지 마시고전세사기피해상담센터를 운영하는 지자체가 많으니 계약서를 들고 찾아가 상담받기를 권합니다4. 바로 하십시오.> 상담센터에서 전세사기피해자결정문을 받은 후 어떻게 해야 하는지 가이드를 주실겁니다5. 월세보다 이자가 적기때문에 불리할것 없습니다.이해관계인이라서 경매서류를 확인할 수 있어 배당금액은 쉽게 알수있습니다.모른다고해도 괜찮습니다.경매가 취하되면 임대인은 보증금에서 월세, 관리비, 관리비이자를 제외하고 돌려줄것입니다.경매되어 보증금을 다 배당받는경우 임대인은 월세 및 관리비 전체에 대한 이자까지 청구할수있습니다. 그러나 보증금을 다 못받게되면 배당받지못한 금액 만큼은 청구하지 못합니다 낙찰자는 자기소유가 된 이후의 비용만 청구할수있고, 대부분 명도기간을 어느정도 주기때문에 대부분 추가로 월세를 지불하지는 않습니다그리고 임차권설정을 안하셨다면 절대로 주민등록을 옮기시면 안됩니다. 전입신고+확정일자가 있어야만 우선변제권을 주장할수있기때문입니다.도움이 되시길 바라며어렵고 힘드실테지만 잘 해결되시길 바랍니다"
219,전세사기 경매 관련,1677,2024.07.01,"안녕하세요.현재 반전세로 다가구 저택 거주중입니다.(보증금 1.2억, 월세 35만, 관리비 7만)최근 거주중인 건물이 경매에 넘어갔다는 안내문 받았습니다.어제(6월 30일) 임대인에게 카톡으로 계약해지(퇴거) 의사 전달 했고 읽었으나 답장 없는 상태라 바로 내용증명 보냈습니다.오늘(7월 1일) 법원에 권리신고 및 배당요구신청서 제출 했습니다.1. 확정일자 부여현황 확인했을 때 확정일자를 먼저 받은 순서대로 배당 우선순위가 부여되나요?2. 다른 세대와 함께 보증금반환청구소송 진행할 예정입니다. 현재 바로 소송을 진행하는게 유리할까요? 현재 건물이 경매에 낙찰된 후 진행하는게 유리할까요? 소송에 유리한 시기가 어떻게 되나요?3. 집주인이 3주 전 경매 해결하겠다고 문자를 보냈으나 이후 어떠한 연락도 받지 않고 경매가 해결이 되지 않으며 계약 해지 의사를 전달했으나 보증금을 반환하지 않은 경우 < 전세사기피해자등 결정을 위한 4가지 요건 > 중 4번 ‘임대인이 임차보증금반환채무를 이행하지 아니할 의도가 있었다고 의심할만한 상당한 이유가 있는 경우‘를 충족하는 조건이 되나요?4. 전세사기 피해자 신청은 언제 하면 될까요?5. 보증금을 다 받을 수 있는지 확신이 없는 상황이라 현재 상황에서 월세 및 관리비를 보내지 않고자 합니다. 이런 경우 추후 저에게 불리한 상황이 될까요?","안녕하세요. 서울지방변호사회 소속으로 지식iN 법률상담을 진행하고 있는 김보헌 변호사입니다.- 최우선변제권 내의 금액은 순위가 높고 확정일자에 의한 우선변제권은 다른 근저당 등이 선순위인지 후순위인지에 따라 우열이 정해질 것입니다.- 전세사기 고의성 인정기준으로 보이는데, 통상 임대인의 재산, 구입한 건물의 숫자 등이 고려 요소가 될 것입니다.- 임차인이 적법한 해지통고를 했다는 전제로 미지급한 금액만큼 임대인이 부당이득반환청구권을 가지게 될 것입니다."
220,전세사기 경매 관련,1677,2024.07.01,"안녕하세요.현재 반전세로 다가구 저택 거주중입니다.(보증금 1.2억, 월세 35만, 관리비 7만)최근 거주중인 건물이 경매에 넘어갔다는 안내문 받았습니다.어제(6월 30일) 임대인에게 카톡으로 계약해지(퇴거) 의사 전달 했고 읽었으나 답장 없는 상태라 바로 내용증명 보냈습니다.오늘(7월 1일) 법원에 권리신고 및 배당요구신청서 제출 했습니다.1. 확정일자 부여현황 확인했을 때 확정일자를 먼저 받은 순서대로 배당 우선순위가 부여되나요?2. 다른 세대와 함께 보증금반환청구소송 진행할 예정입니다. 현재 바로 소송을 진행하는게 유리할까요? 현재 건물이 경매에 낙찰된 후 진행하는게 유리할까요? 소송에 유리한 시기가 어떻게 되나요?3. 집주인이 3주 전 경매 해결하겠다고 문자를 보냈으나 이후 어떠한 연락도 받지 않고 경매가 해결이 되지 않으며 계약 해지 의사를 전달했으나 보증금을 반환하지 않은 경우 < 전세사기피해자등 결정을 위한 4가지 요건 > 중 4번 ‘임대인이 임차보증금반환채무를 이행하지 아니할 의도가 있었다고 의심할만한 상당한 이유가 있는 경우‘를 충족하는 조건이 되나요?4. 전세사기 피해자 신청은 언제 하면 될까요?5. 보증금을 다 받을 수 있는지 확신이 없는 상황이라 현재 상황에서 월세 및 관리비를 보내지 않고자 합니다. 이런 경우 추후 저에게 불리한 상황이 될까요?","금리인상 등으로 최근 전세집이 경매나 압류에 넘어가는 사례가 급증하고 있습니다. 전세집이 경매에 넘어간 경우 먼저 권리분석을 진행해 경매 배당절차에서 보증금 전액을 회수할 수 있는지를 따져보아야 합니다. 대항력있는 선순위 임차인이라면 낙찰자에게 보증금반환을 요구할 수 있기 때문에 상대적으로 안전한 편이지만, 최근 부동산 가격 하락으로 경매가 계속해서 유찰되는 현상이 나타나고 있습니다. 전세보증보험을 가입하였다고 하더라도, 석연치 않은 이유들로 보증이행을 하지 않는 경우가 허다합니다. 보증보험회사의 입장에서도 세입자에게 보증채무를 이행한 뒤 집주인에게 구상권을 행사하여 보증금을 회수해야 하는데, 집주인으로부터 보증금회수가 불가능할 경우 이는 고스란히 보증보험회사의 손해로 귀속되기 때문입니다. 이 경우 보증금반환에 대한 부담은 고스란히 세입자가 부담하게 됩니다.경매 배당 절차에서 보증금을 반환받지 못할 것이 확실한 경우에는 집주인을 상대로 보증금반환청구소송을 진행하신 후 신속하게 판결문을 확보해 집주인의 다른 재산에 강제집행절차를 진행하셔야 합니다. 경매 절차는 복잡한 편이고 진행과정에서 여러 변수가 많기 때문에, 보다 정확한 상담을 원하시면 관련자료를 지참해 전문 변호사와 상담을 진행해보시는 것이 좋습니다.전세집이 경매에 넘어가는 현상은 전세사기와 밀접한 관련이 있습니다. 깡통전세는 전형적인 전세사기 유형 중 하나입니다. 최근 세입자들의 소중한 보증금을 떼어먹는 전세사기가 기승을 부리고 있어 세입자들의 각별한 주의가 필요한 상황입니다. 하지만 사기꾼들의 수법이 워낙 교묘하기 때문에 조심을 한다고 하더라도 눈 뜨고 코베이는 식으로 전세사기를 당하기 십상입니다. 전세사기에 대처하는 방법으로는 (1) 형사고소, (2) 보증금반환청구소송, (3) 채권추심/강제집행이 있습니다. 이 세 가지 절차가 유기적으로 진행되어야 전세사기 사건에서 피해를 회복할 수 있습니다.최근 유행하는 갭투자 전세사기는 결국 갭투자 사기꾼이 남겨놓은 재산을 피해자들끼리 나눠먹기를 하는 형국으로 귀결되는 경우가 많습니다. 따라서 신속한 법적 조치를 취한 쪽이 그렇지 않은 쪽보다 유리할 수밖에 없습니다. 전세사기는 수년동안 그 형태가 진화해왔고, 그 수법이 사안마다 다르기 때문에 사안에 맞는 적절한 해결책을 찾기를 원하신다면 관련 자료를 지참해 전문 변호사와 상담을 진행해보시는 것이 좋"
221,전세사기 형사합의금 적정금액 얼마가 좋을까요?,231,2024.09.07,전세사기로 형사고소 했었는데 이제서야 합의금을 주겠다고 상대방 변호사에게 연락이왔습니다.200만원에 합의하자고 합니다.(현재 보증 보험 가입해서 모두 돌려 받았습니다)그 당시 저는 이사를 가야하는 상황인데 이사를 못가서 전세이자 추가 월세로 많은 피해를 입어 경제적 손해가 컸습니다.200만원 준다고 하는데 받고 끝내야 할까요?아니면 실제 손해 본 금액을 말하고 받아야할까요??(실제 피해금액 500만)안내문 내용 요약전세 사기 형사합의금 200만원을 지급하고 합의를 진행하고자 함*본 합의는 귀하의 정식적 물질적 손해에 대한 어떤한 민사상 청구도 제한하지 않습니다.9월 13일 14시까지 합의 의사를 표명한 분에 한하여 예산 범위 내에서 우선적 합의를 진행하고자함이 안내문은 9월 13일 전에도 유효하지 않을 수 있습니다.이런식으로 써져있는데 사람 초조하게 해서 합의 빨리 끝낼려는거 같은데 아주 괘씸합니다.임대인은 뉴스에도 나올정도로 대단한 전세사기꾼입니다 피해가구 최소 80세대,"최근 세입자들의 소중한 보증금을 떼어먹는 전세사기가 기승을 부리고 있어 세입자들의 각별한 주의가 필요한 상황입니다. 하지만 사기꾼들의 수법이 워낙 교묘하기 때문에 조심을 한다고 하더라도 눈 뜨고 코베이는 식으로 전세사기를 당하기 십상입니다. 전세사기는 수년간 그 수법이 진화되어 왔습니다. 전세사기에 대처하는 방법으로는 (1) 형사고소, (2) 보증금반환청구소송, (3) 채권추심/강제집행이 있습니다. 이 세 가지 절차가 유기적으로 진행되어야 전세사기 사건에서 피해를 회복할 수 있습니다. 공인중개사가 전세사기에 적극 가담했다면 (4) 공인중개사 및 중개사협회에 대한 손해배상청구도 생각해볼 수 있습니다. 전세보증보험을 가입하였다고 하더라도, 석연치 않은 이유들로 보증이행을 하지 않는 경우가 허다합니다. 보증보험회사의 입장에서도 세입자에게 보증채무를 이행한 뒤 집주인에게 구상권을 행사하여 보증금을 회수해야 하는데, 집주인으로부터 보증금회수가 불가능할 경우 이는 고스란히 보증보험회사의 손해로 귀속되기 때문입니다. 이 경우 보증금반환에 대한 부담은 고스란히 세입자가 부담하게 됩니다.최근 유행하는 갭투자 전세사기는 결국 갭투자 사기꾼이 남겨놓은 재산을 피해자들끼리 나눠먹기를 하는 형국으로 귀결되는 경우가 많습니다. 따라서 신속한 법적 조치를 취한 쪽이 그렇지 않은 쪽보다 유리할 수밖에 없습니다. 전세사기는 수년동안 그 형태가 진화해왔고, 그 수법이 사안마다 다르기 때문에 사안에 맞는 적절한 해결책을 찾기를 원하신다면 관련 자료를 지참해 전문 변호사와 상담을 진행해보시는 것이 좋습니다. 참고하실만한 글을 소개해드립니다. 부동산 전세사기 대응방법에 관해서는 아래 글을 참고하시면 도움이 되실 것입니다."
222,중기청 전세사기 피해자 관련 질물입니다.,3018,끌올 2024.07.11,"농협 중기청 대출받아서 들어왔고 전세사기 피해자로 결정이 된 상태입니다. 계약만료일은 25년 1월,  경매는 아직 낙찰되지 않았습니다.전세사기 피해자로 인정이 되면 기존에 있던 대출을 무이자 20년 상환이 된다고 들었는데 맞을까요 ?그리고 위의 질문이 맞다면 무이자 20년 상환을 하면서전세사기 피해자전용  매매 대출이 실행 가능한가요 ?추가로 올해 3월 결혼을 했고 6월에 아이가 태어났습니다.이 경우에 신생아특례대출, 신혼부부디딤돌대출, 전세사기피해지원 중에 어떤 방법으로 하는게 좋을까요 ?아파트 매매 예정입니다.","안녕하세요. 서울지방변호사회 소속으로 지식iN 법률상담을 진행하고 있는 임동규 변호사입니다.농협 중기청 대출을 받아 전세로 거주하시는 중 전세사기 피해자로 인정받으셨다면, 기존 대출을 최장 20년 무이자로 분할 상환받으실 수 있습니다. 몇 가지 조건이 있습니다.무이자 20년 상환 조건전세사기 피해자로 인정: 국토교통부 전세사기피해지원위원회로부터 피해자로 인정받아야 합니다.경매 진행: 피해 전세주택이 경매 진행 중이거나 이미 경매로 낙찰된 경우에만 해당됩니다.분할 상환 약정 체결: 한국주택금융공사 또는 SGI서울보증과 분할 상환 약정을 체결해야 합니다.최대 상환 기간: 최장 20년까지 분할 상환이 가능하며, 상환 기간은 개인의 상황에 따라 조정될 수 있습니다.연체 정보 등록 유예: 분할 상환 기간 동안에는 연체 정보 등록이 유예됩니다.주택담보대출 LTV 및 DSR 규제 완화: 주택담보대출 비율(LTV)과 총부채원리금상환비율(DSR) 규제가 완화되어 추가적인 주택 대출이 용이해집니다.무이자 20년 상환과 전세사기 피해자전용 매매 대출 이용 가능 여부무이자 20년 상환 혜택을 받는다고 해서 전세사기 피해자전용 매매 대출을 이용하는 데 제약이 없습니다. 오히려 두 가지 혜택을 동시에 활용하여 주택 구매 자금을 마련하는 것이 유리할 수 있습니다.신생아 특례대출, 신혼부부 디딤돌대출, 전세사기피해지원 중 어떤 방법이 가장 좋은가요?현재 상황(결혼, 출산)을 고려했을 때, 신생아 특례대출, 신혼부부 디딤돌대출, 전세사기피해지원 중 어떤 방법이 가장 좋은지는 여러 요소를 종합적으로 판단해야 합니다.각 대출 상품의 주요 특징신생아 특례대출:대출금액: 소득 및 자산에 따라 최대 4,000만원금리: 1.5~2.5%조건: 출산 후 6개월 이내 신청, 신생아 명의 주택 소유 등장점: 저금리, 높은 대출금액단점: 조건 충족이 어려울 수 있음신혼부부 디딤돌대출:대출금액: 소득 및 자산에 따라 최대 1억원금리: 2.5~3.5%조건: 결혼 6개월 이내 신청, 신혼부부 명의 주택 소유 등장점: 비교적 낮은 금리, 부부 소득 합산 가능단점: 신생아 특례대출보다 대출금액이 낮음전세사기피해지원:대출금액: 전세 대출 잔액의 80%금리: 무이자조건: 전세사기 피해자로 인정, 경매 진행 중인 전세 주택 등장점: 무이자 혜택, 상환 부담 완화단점: 경매 진행 상황에 따라 이용 가능 여부가 결정됨최적의 선택 방법:각 대출 상품의 조건을 충족하는지 확인합니다.대출금액, 금리, 상환 부담 등을 비교합니다.본인의 소득, 자산, 주택 구매 계획 등을 고려합니다.전문가와 상담하여 상황에 맞는 최적의 대출 상품을 선택합니다.법률 관련 문의는 언제든지 전화 주시면 성심성의껏 도와드리겠습니다. ""법무법인 아이엠 법률 상담 전화번호 1551-8388“ https://blog.naver.com/nwupfj33"
223,중기청 전세사기 피해자 관련 질물입니다.,3018,끌올 2024.07.11,"농협 중기청 대출받아서 들어왔고 전세사기 피해자로 결정이 된 상태입니다. 계약만료일은 25년 1월,  경매는 아직 낙찰되지 않았습니다.전세사기 피해자로 인정이 되면 기존에 있던 대출을 무이자 20년 상환이 된다고 들었는데 맞을까요 ?그리고 위의 질문이 맞다면 무이자 20년 상환을 하면서전세사기 피해자전용  매매 대출이 실행 가능한가요 ?추가로 올해 3월 결혼을 했고 6월에 아이가 태어났습니다.이 경우에 신생아특례대출, 신혼부부디딤돌대출, 전세사기피해지원 중에 어떤 방법으로 하는게 좋을까요 ?아파트 매매 예정입니다.","안녕하세요. 전세사기 피해자 지원 대출에 대한 질문에 대해 답변드리겠습니다.1. 전세사기 피해자 지원 대출: 전세사기 피해자로 인정이 되면 기존에 있던 대출을 무이자 20년 상환이 가능한 것으로 알려져 있습니다. 이는 전세사기 피해자를 위한 정부의 지원 정책 중 하나입니다.2. 전세사기 피해자전용 매매 대출: 전세사기 피해자로 인정된 경우에도 디딤돌 대출을 신청할 수 있습니다. 이는 전세사기 피해자를 위한 특별한 대출 제도로, 기존 대출을 저금리로 대환하거나 새로운 주택을 구입할 수 있게 지원합니다.3. 신생아 특례대출, 신혼부부 디딤돌대출, 전세사기피해지원 중 선택: 올해 결혼을 하시고 아이가 태어났다면, 신혼부부 디딤돌대출이나 신생아 특례대출을 고려해보실 수 있습니다. 이 두 대출은 신혼부부나 신생아를 가진 가구를 위한 대출로, 저금리와 긴 상환 기간 등의 혜택을 제공합니다. 그러나 전세사기 피해자로서 받을 수 있는 지원이 있다면, 그것도 고려해보시는 것이 좋습니다.이 세 가지 대출 모두 각자의 장점이 있으므로, 귀하의 상황과 필요에 따라 가장 적합한 대출을 선택하시는 것이 중요합니다. 각 대출의 조건과 요건, 그리고 제공되는 혜택 등을 자세히 살펴보시고, 필요하다면 전문가의 도움을 받아보시는 것도 좋습니다.다만, 이 모든 정보는 대출 조건과 요건이 계속 바뀔 수 있으므로, 최신 정보를 확인하시는 것이 중요합니다. 가까운 기금수탁은행을 방문하시거나, 해당 은행의 웹사이트를 통해 최신 정보를 확인하실 수 있습니다.추가로 궁금하신 사항이 있으시면 언제든지 말씀해주세요. 도움이 될 수 있도록 최선을 다하겠습니다. 내집 마련과 전세대출로 어려움을 겪고 있는 서민들을 위하여 정부에서 지원하는 디딤돌, 특례대출, 버팀목 등 다양한 은행권 저금리 대출 및 대환 대출 제도가 있습니다. 대출 승인, 자격 조건, 한도, 신청 방법 등을구체적으로 설명 드릴려니 길어지겠네요 더 자세한 내용은 아래 글에서 확인 하시기 바랍니다.[블로그]https://m.site.naver.com/1qv56"
